input,output,prediction,match
"about $three point five billion of securities are affected
about three point five billion dollars of securities are affected
about three point five billion dollars of securities are affected
about three point five billion dollars of securities are affected
about three point five billion dollars of securities are affected
",about three point five billion dollars of securities are affected,about three point five billion dollars of securities are affected,Yes
"about $three point five billion of securities are affected
about three point five billion dollars of securities are affected
about three point five billion dollars of securities are affected
about $three point five billion of securities are affected
about three point five billion dollars of securities are affected
",about three point five billion dollars of securities are affected,about three point five billion of securities are affected,No
"he also said that the company for the first time was developing drugs specifically for the over the counter consumer health network
he also said that the company for the first time was developing drugs specifically for the over the counter consumer health framework
he also said that the company for the first time is developing drugs specifically for the over the counter consumer health network
he also said that the company for the first time is developing drugs specifically for the over the counter consumer health framework
he also said that the company for the first time was developing drugs specifically for the over the counter consumer health care market
",he also said that the company for the first time was developing drugs specifically for the over the counter consumer health care market,he also said that the company for the first time was developing drugs specifically for the over the counter consumer health network,No
"he also said the company for the first time was developing drugs specifically for the over the counter consumer health care market
he also said that the company for the first time was developing drugs specifically for the over the counter consumer health care market
he also said that the company for the first time was developing drugs specifically for the over the counter consumer health care market
he also said the company for the first time was developing drugs specifically for the over the counter consumer health care market
he also said the company for the first time was developing drugs specifically for the over the counter consumer healthcare market
",he also said that the company for the first time was developing drugs specifically for the over the counter consumer health care market,he also said the company for the first time was developing drugs specifically for the over the counter consumer health care market,No
"he said such products will be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products will be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
",he said such products would be marketed by other companies with experience in that business,he said such products will be marketed by other companies with experience in that business,No
"he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
",he said such products would be marketed by other companies with experience in that business,he said such products would be marketed by other companies with experience in that business,Yes
"he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
he said such products would be marketed by other companies with experience in that business
",he said such products would be marketed by other companies with experience in that business,he said such products would be marketed by other companies with experience in that business,Yes
"we declined to name specific products
if you decline to name specific products
we decline to name specific products
we declined to name specific products
we decline to name specific products
",he declined to name specific products,we declined to name specific products,No
"can you define to name specific products
he defined to name specific products
you define to name specific products
you are defined to name specific products
did you find any specific products
",he declined to name specific products,you define to name specific products,No
"he declined to name specific products
he declined to name specific products
he declined to name a specific product
he declined to name specific products
he declined to name specific products
",he declined to name specific products,he declined to name specific products,Yes
"so normalcy has returned
so normalcy has returned
so normalcy has returned
so normalcy has returned
so normalcy has returned
",so normalcy has returned,so normalcy has returned,Yes
"foreigners are back and negotiating with the chinese will be as tough as ever
foreigners are back and negotiating with the chinese will be as tough as ever
foreigners are back and negotiating with the chinese will be as tough as ever
foreigners are back and negotiating with the chinese will be as tough as ever
foreigners are back and negotiating with the chinese will be as tough as ever
",foreigners are back and negotiating with the chinese will be as tough as ever,foreigners are back and negotiating with the chinese will be as tough as ever,Yes
"that is fine
that is fine
that is fine
that is fine
that is fine
",that is fine,that is fine,Yes
"the labor department said non farm payroll employment increased a robust $three hundred and thirty-seven thousand last month after a revised $three hundred and nineteen thousand gain the month before
the labor department said non farm payroll employment increased a robust three hundred and thirty-seven thousand last month after a revised three hundred and nineteen thousand gain the month before
the labor department said non farm payroll employment increased a robust three hundred and thirty-seven thousand last month after a revised three hundred and nineteen thousand came the month before
the labor department said non farm payroll employment increased a robust three hundred and thirty-seven thousand last month after revised three hundred and nineteen thousand gained the month before
the labor department said non farm payroll employment increased a robust three hundred and thirty-seven thousand last month after a revised three hundred and nineteen thousand came the month before
",the labor department said non farm payroll employment increased a robust three hundred thirty seven thousand last month after a revised three hundred nineteen thousand gain the month before,the labor department said non farm payroll employment increased a robust three hundred and thirty seven thousand last month after a revised three hundred and nineteen thousand gain the month before,No
"the department previously said jobs rose by four hundred and forty-eight thousand in january
the department previously said jobs rose by $four hundred and forty-eight thousand in january
the department previously said jobs rose by four hundred and forty-eight thousand in january
the department previously said jobs rose by $four hundred and forty-eight thousand in january
the department previously said jobs rose by four hundred and forty-eight thousand in january
",the department previously said jobs rose by four hundred forty eight thousand in january,the department previously said jobs rose by four hundred and forty eight thousand in january,No
"using a measure that counts the military among the employed the rate was unchanged to the six point six percent last fall
using a measure that counts the military among the employed the rate was unchanged to six point six percent last fall
using a measure that counts the military among the employed the rate was unchanged to the six point six percent last fall
using a measure that counts the military among the employed the rate was unchanged at six point six percent last fall
using a measure that counts the military among the employed the rate was unchanged to six point six percent last fall
",using a measure that counts the military among the employed the rate was unchanged at six point six percent last month,using a measure that counts the military among the employed the rate was unchanged to six point six percent last fall,No
"micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
",micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock,micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock,Yes
"micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock
",micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock,micc investments has three series of publicly traded preferred shares and ten series of privately held preferred stock,Yes
"micc said it intends to pay the dividend arrears on july thirty-onest to stock up record july twond
micc said it intends to pay the dividend arrears on july thirty-onest to stock of record july twond
micc said it intends to pay the dividend arrears on july thirty-one to stock up record july two
micc said it intends to pay the dividend arrears on july thirty-one to stock up record july twond
micc said it intends to pay the dividend arrears on july thirty-one to stock up record july two
",micc said it intends to pay the dividend arrears on july thirty first to stock of record july second,micc said it intends to pay the dividend arrears on july thirty one to stock up record july two,No
"micc said it intends to pay the dividend arrears on july thirty-onest to stock the record july seventh
micc said it intends to pay the dividend arrears on july thirty-onest to stock of record july seventh
m i c c said it intends to pay the dividend arrears on july thirty-onest to stock the record july seventh
micc said it intends to pay the dividend arrears on july thirty-one to stock the record july seven
micc said it intends to pay the dividend arrears on july thirty-one to stock of record july seven
",micc said it intends to pay the dividend arrears on july thirty first to stock of record july second,micc said it intends to pay the dividend arrears on july thirty one to stock of record july seven,No
"the toronto based company provides mortgage guarantees to the canadian real estate industry
the toronto based company provides mortgage guarantees to the canadian real estate ministry
the toronto based company provides mortgage guarantees to the canadian real estate administration
the toronto based company provides mortgage guarantees to the canadian real estate industry
the toronto based company provides mortgage guarantees to canadian real estate companies
",the toronto based company provides mortgage guarantees to the canadian real estate industry,the toronto based company provides mortgage guarantees to the canadian real estate industry,Yes
"the toronto based company provides mortgage guarantees to the canadian real estate industry
the toronto based company provides mortgage guarantees to the canadian real estate industry
the toronto based company provides mortgage guarantees to the canadian real estate industry
the toronto based company provides mortgage guarantees to the canadian real estate industry
the toronto based company provides mortgage guarantees to canadian real estate industry
",the toronto based company provides mortgage guarantees to the canadian real estate industry,the toronto based company provides mortgage guarantees to the canadian real estate industry,Yes
"it is not clear yet whether the campaign works
it is not clear yet whether the campaign works
but it is not clear yet whether the campaign works
but it is not clear yet whether the campaign works
but it is not clear yet whether the campaign works
",it is not clear yet whether the campaign works,it is not clear yet whether the campaign works,Yes
"local membership jumped twenty-two percent but the union has already lost twenty-eight of the seventy-three new members
local membership jumped twenty-two percent but the union has already lost twenty-eight of the seventy-three new members
local membership jumped twenty-two percent but the union already lost twenty-eight of the seventy-three new members
local membership jumped twenty-two percent but the unions already lost twenty-eight of the seventy-three new members
local membership jumped twenty-two percent but the union already lost twenty-eight of the seventy-three new members
",local membership jumped twenty two percent but the union has already lost twenty eight of the seventy three new members,local membership jumped twenty two percent but the union has already lost twenty eight of the seventy three new members,Yes
"nonetheless the union has moved the experiment to richmond va and has received inquiries from other unions about its tactics
nonetheless the union has moved the experiment to richmond va and has received inquiries from other unions about its tactics
nonetheless the union has moved the experiment to richmond va and has received inquiries from other unions about its targets
nonetheless the union has moved the experiment to richmond va and has received inquiries from other unions about its targets
nonetheless the union has moved the experiment to richmond va and has received inquiries from other unions about its tactics
",nonetheless the union has moved the experiment to richmond virginia and has received inquiries from other unions about its tactics,nonetheless the union has moved the experiment to richmond va and has received inquiries from other unions about its tactics,No
"among export led electrical and computer makers japan victor company fell fifty to two thousand, three hundred and twenty
among export led electrical and computer makers japan victor company fell fifty to two thousand, three hundred and ten
among export led electrical and computer makers japan victor company fell fifty to two thousand, three hundred and twelve
among export led electrical and computer makers japan victor company fell fifty two thousand, three hundred and twenty
among export led electrical and computer makers japan victor company fell fifty to two thousand, three hundred and twenty-five
",among export led electrical and computer makers japan victor company fell fifty to two thousand three hundred twenty,among export led electrical and computer makers japan victor company fell fifty to two thousand three hundred and twenty,No
"the following officers directors and large stockholders of companies reported changes in holdings on the securities exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes in holdings on the securities exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes and holdings on the securities exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes in holdings on the securities exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes and holdings on the securities exchange act of one thousand, nine hundred and thirty-four
",the following officers directors and large stockholders of companies reported changes in holdings under the securities exchange act of nineteen thirty four,the following officers directors and large stockholders of companies reported changes in holdings on the securities exchange act of one thousand nine hundred and thirty four,No
"the following officers directors and large stockholders of companies reported changes in holdings under the security exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes in holdings under the security exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes in holdings under the security exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes in holdings under the security exchange act of one thousand, nine hundred and thirty-four
the following officers directors and large stockholders of companies reported changes in holdings under the security exchange act of one thousand, nine hundred and thirty-four
",the following officers directors and large stockholders of companies reported changes in holdings under the securities exchange act of nineteen thirty four,the following officers directors and large stockholders of companies reported changes in holdings under the security exchange act of one thousand nine hundred and thirty four,No
"those identified as beneficial owners hold at least ten percent of the company is equity securities
those identified as beneficial owners hold at least ten percent of a company is equity securities
those identified as beneficial owners hold at least ten percent of the company is equity securities
those identified as beneficial owners hold at least ten percent of the company is equity securities
those identified as beneficial owners hold at least ten percent of the company is equity and securities
",those identified as beneficial owners hold at least ten percent of a company is equity securities,those identified as beneficial owners hold at least ten percent of the company is equity securities,No
"those identified as beneficial owners hold at least ten percent of the company is equity securities
those identified as beneficial owners hold at least ten percent of the company is equity security
those identified as beneficial owners hold at least ten percent of the company is equity securities
those identified as beneficial owners hold at least ten percent of the company is equity securities
those identified as beneficially owners hold at least ten percent of the company is equity securities
",those identified as beneficial owners hold at least ten percent of a company is equity securities,those identified as beneficial owners hold at least ten percent of the company is equity securities,No
"unless otherwise noted changes involve direct holdings of common stock that took place in september and october of one thousand, nine hundred and eighty-seven
unless otherwise noted changes involve direct holdings of common stock and took place in september and october of one thousand, nine hundred and eighty-seven
unless otherwise noted changes involved direct holdings of common stock that took place in september and october of one thousand, nine hundred and eighty-seven
unless otherwise noted changes involve direct holdings of comistock that took place in september and october of one thousand, nine hundred and eighty-seven
unless otherwise noted changes involve direct holdings of comastock that took place in september and october of one thousand, nine hundred and eighty-seven
",unless otherwise noted changes involved direct holdings of common stock and took place in september and october of nineteen eighty seven,unless otherwise noted changes involve direct holdings of common stock that took place in september and october of one thousand nine hundred and eighty seven,No
"unless otherwise noted changes involved direct holdings of common stock and took place in september and october of one thousand, nine hundred and eighty-seven
unless otherwise noted changes involved direct holdings of common stock and took place in september and october of one thousand, nine hundred and eighty-two
unless otherwise noted changes involved direct holdings of common stock and took place in september and october of one thousand, nine hundred and eighty-seven
unless otherwise noted changes involved direct holdings of common stock and took place in september and october of one thousand, nine hundred and eighty-two
unless otherwise noted changes involved direct holdings of common stock and took place in september and october of one thousand, nine hundred and eighty-two
",unless otherwise noted changes involved direct holdings of common stock and took place in september and october of nineteen eighty seven,unless otherwise noted changes involved direct holdings of common stock and took place in september and october of one thousand nine hundred and eighty seven,No
"companies are listed where transactions generally aggregate ten thousand shares to $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares for $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares to the $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares to a $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares or $one hundred thousand
",companies are listed where transactions generally aggregate ten thousand shares or one hundred thousand dollars,companies are listed where transactions generally aggregate ten thousand shares to one hundred thousand,No
"companies are listed where transactions generally aggregate ten thousand shares or $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares or $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares or $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares or $one hundred thousand
companies are listed where transactions generally aggregate ten thousand shares or $one hundred thousand
",companies are listed where transactions generally aggregate ten thousand shares or one hundred thousand dollars,companies are listed where transactions generally aggregate ten thousand shares or one hundred thousand,No
"after the third period ashton is coal operations began a process of becoming an independent company
after the third period ashton is coal operations began a process of becoming an independent company
after the third period ashton is coal operations began a process of becoming an independent company
after the third period ashton is coal operations began a process of becoming an independent company
after the third period ashton is coal operations began a process of becoming an independent company
",after the third period ashland is coal operations began a process of becoming an independent company,after the third period ashton is coal operations began a process of becoming an independent company,No
"when its initial public offering is completed ashland is expected to retain a forty-six percent stake
when its initial public offerings completed ashland is expected to retain a forty-six percent stake
when its initial public offering is completed ashland is expected to retain a forty-six percent stake
when it is initial public offering is completed ashland is expected to retain a forty-six percent stake
when its initial public offering is completed ashland is expected to retain a forty-six per cent stake
",when its initial public offering is completed ashland is expected to retain a forty six percent stake,when its initial public offering is completed ashland is expected to retain a forty six percent stake,Yes
"the new company ashland co inc is listed on the new york stock exchange
the new company ashland co inc is listed on the new york stock exchange
the new company ashland co inc is listed on the new york stock exchange
the new company ashland co inc is listed on the new york stock exchange
the new company ashland co inc is listed on the new york stock exchange
",the new company ashland coal incorporated is listed on the new york stock exchange,the new company ashland co inc is listed on the new york stock exchange,No
"the officials declined to elaborate on projections for non telephone operations but cited several indicators of recent gains
the official declined to elaborate on projections for non telephone operations but cited several indicators of recent gains
the officials declined to elaborate on projections for non telephone operations but cited several indicators of recent events
the official declined to elaborate on projections for non telephone operations but cited several indicators of recent events
the officials declined to elaborate on projections for non telephone operations but cited several indicators over some days
",the official declined to elaborate on projections for non telephone operations but cited several indicators of recent gains,the officials declined to elaborate on projections for non telephone operations but cited several indicators of recent gains,No
"he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services workforce
he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services workforce
he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services
he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services workforce
he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services workforce
",he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services work force,he said the company has entered sixteen smaller cellular markets this year and has expanded its financial services workforce,No
"in addition u s west is data solutions business applied communications incorporated is working out well and performing ahead of all our schedules
in addition us west is data solutions business applied communications incorporated is working out well and performing ahead of all our schedules
in addition u s west is data solutions business applied communications incorporated is working out well and performing ahead of all our schedules
in addition us west is data solutions business applied communications incorporated is working out well and performing ahead of all of our schedules
in addition us west is data solutions business applied communications incorporated is working out well and performing ahead of all our schedules
",in addition us west is data solutions business applied communications incorporated is working out well and performing ahead of all our schedules,in addition us west is data solutions business applied communications incorporated is working out well and performing ahead of all our schedules,Yes
"as part of the marketing plan the company will begin airing television commercials during prime time on election night next tuesday
as part of the marketing plan the company will begin airing television commercials during primetime on election night next tuesday
as part of the marketing plan the company will begin airing television commercials are in prime time on election night next tuesday
as part of the marketing plan the company will begin airing television commercials during prime time on election night next tuesday
as part of the marketing plan the company will begin airing television commercials during primetime on election night next tuesday
",as part of the marketing plan the company will begin airing television commercials during prime time on election night next tuesday,as part of the marketing plan the company will begin airing television commercials during prime time on election night next tuesday,Yes
"visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards
visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards
visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards
visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards
visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards
",visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards,visa and mastercard fees vary because they are set by the banks or other institutions that issue the cards,Yes
"fees range up to about $forty annually for basic cards and $sixty a year for gold cards
fees range up to about forty dollars annually for basic cards and sixty dollars a year for gold cards
fees range up to about $forty annually for basic cards and $sixty a year for gold cards
fees range up to about $forty annually for basic cards and $sixty a year for gold cards
fees range up to about $forty annually for basic cards and $sixty a year for gold cards
",fees range up to about forty dollars annually for basic cards and sixty dollars a year for gold cards,fees range up to about forty annually for basic cards and sixty a year for gold cards,No
"in certain cases the cards are given free to subscribers
in certain cases the cards are given free to subscribers
in certain cases the cards are given free to subscribers
in certain cases the cards are given free to subscribers
certain cases the cards are given free to subscribers
",in certain cases the cards are given free to subscribers,in certain cases the cards are given free to subscribers,Yes
"companies listed below reported quarterly profits substantially different from the average of analyst estimates
companies listed below reported quarterly profit substantially different from the average of analyst estimates
companies listed below reported quarterly profit substantially different from the average of analysts estimates
companies listed below reported quarterly profits substantially different from the average of analysts estimates
companies listed below reported quarterly profits substantially different from the average of analyst estimates
",companies listed below reported quarterly profit substantially different from the average of analysts estimates,companies listed below reported quarterly profits substantially different from the average of analyst estimates,No
"the companies are followed by at least three analysts and have a minimum five cent change in actual earnings per share
the companies are followed by at least three analysts and have a minimum five cent change in actual earnings per share
the companies are followed by at least three analysts and have a minimum five cent change in actual earnings per share
the companies are followed by at least three analysts and have a minimum five cent change in actual earnings per share
the companies are followed by at least three analysts and have a minimum five cent change in actual earnings per share
",the companies are followed by at least three analysts and had a minimum five cent change in actual earnings per share,the companies are followed by at least three analysts and have a minimum five cent change in actual earnings per share,No
"estimated and actual results involving losses are omitted
estimated and actual results involving losses are omitted
estimated and actual results involving losses are omitted
estimated and actual results involving losses are omitted
estimated and actual results involving losses are omitted
",estimated and actual results involving losses are omitted,estimated and actual results involving losses are omitted,Yes
"yesterday is losers included automobiles
yesterday is losers included automobiles
yesterday is losers included automobiles
yesterday is losers included automobiles
yesterday is losers included automobiles
",yesterday is losers included automobiles,yesterday is losers included automobiles,Yes
"honda was down ten to one thousand, nine hundred and thirty
honda was down ten to one thousand, nine hundred
honda was down ten to one thousand, nine hundred and thirty-four
honda was down ten to one thousand nine hundred thirty
honda was down ten to one thousand, nine hundred
",honda was down ten to one thousand nine hundred thirty,honda was down ten to one thousand nine hundred and thirty four,No
"nissan lost thirty to one thousand, five hundred and twenty and toyota was down thirty to end the day at two thousand, six hundred and twenty
nissan lost thirty to one thousand, five hundred and twenty and toyota was down thirty to end the day at two thousand, six hundred and twenty
nissan lost thirty to one thousand, five hundred and twenty and toyota was down thirty to end the day with two thousand, six hundred and twenty
nissan lost thirty to one thousand, five hundred and twenty and toyota was down thirty to end the day with two thousand, six hundred and twenty
nissan lost thirty to one thousand, five hundred and twenty and toyota was down thirty to end the day at two thousand, six hundred and twenty
",nissan lost thirty to one thousand five hundred twenty and toyota was down thirty to end the day at two thousand six hundred twenty,nissan lost thirty to one thousand five hundred and twenty and toyota was down thirty to end the day with two thousand six hundred and twenty,No
"in the one thousand, nine hundred and eighty-five quarter the owner and operator of health maintenance organizations earned $six point nine million or twenty-four cents a share
in the one thousand, nine hundred and eighty-five quarter the owner and operator of health maintenance organizations earned six point nine million dollars or twenty-four cents a share
in the one thousand, nine hundred and eighty-five quarter the owner and operator of health maintenance organizations earned $six point nine million or twenty-four cents a share
in the one thousand, nine hundred and eighty-five quarter the owner and operator of health maintenance organizations earned $six point nine million dollars or twenty-four cents a share
in the one thousand, nine hundred and eighty-five quarter the owner and operator of health maintenance organizations earned six point nine million dollars or twenty-four cents a share
",in the nineteen eighty five quarter the owner and operator of health maintenance organizations earned six point nine million dollars or twenty four cents a share,in the one thousand nine hundred and eighty five quarter the owner and operator of health maintenance organizations earned six point nine million dollars or twenty four cents a share,No
"it had forecast a one thousand, nine hundred and eighty-six fourth quarter loss of $eighteen million to $twenty-two million
it had forecast a one thousand, nine hundred and eighty-six fourth quarter loss of eighteen million dollars to twenty-two million dollars
it has forecast a one thousand, nine hundred and eighty-six fourth quarter loss of $eighteen million to $twenty-two million
it had forecasted a one thousand, nine hundred and eighty-six fourth quarter loss of $eighteen million to $twenty-two million
it had forecasted a one thousand, nine hundred and eighty-six fourth quarter loss of eighteen million dollars to twenty-two million dollars
",it had forecast a nineteen eighty six fourth quarter loss of eighteen million dollars to twenty two million dollars,it had forecasted a one thousand nine hundred and eighty six fourth quarter loss of eighteen million to twenty two million,No
"revenue in the quarter more than doubled to $three hundred and sixty-two point four million from $one hundred and forty-nine point two million
revenue in the quarter more than doubled to three hundred and sixty-two point four million dollars from one hundred and forty-nine point two million dollars
revenue in the quarter more than doubled to $three hundred and sixty-two point four million from $one hundred and forty-nine point two million dollars
revenue in the quarter more than doubled to $three hundred and sixty-two point four million from $one hundred and forty-nine point two million
revenue in the quarter more than doubled to $three hundred and sixty-two point four million from $one hundred and forty-nine point two million dollars
",revenue in the quarter more than doubled to three hundred sixty two point four million dollars from one hundred forty nine point two million dollars,revenue in the quarter more than doubled to 3624 million from 1492 million,No
"citicorp had $twenty-one point five billion in capital at the end of last year
citicorp had twenty-one point five billion dollars in capital at the end of last year
citigroup had $twenty-one point five billion in capital at the end of last year
citicorp had $twenty-one point five billion dollars in capital at the end of last year
citicorp had $twenty-one point five billion in capital at the end of last year
",citicorp had twenty one point five billion dollars in capital at the end of last year,citicorp had twenty one point five billion in capital at the end of last year,No
"as one of the most acquisition hungry of major banks citicorp is often required by regulators to raise additional capital as a condition of making acquisitions
as one of the most acquisition hungry of major banks citicorp is often required by regulators to raise additional capital as a condition of making acquisitions
as one of the most acquisition hungry of major banks citigroup is often required by regulators to raise additional capital as a condition of making acquisitions
as one of the most acquisition hungry of major banks citicorp is often required by regulators to raise additional capital as a condition of making acquisitions
as one of the most acquisition hungry of major banks citicorp is often required by regulators to raise additional capital as a condition of making acquisitions
",as one of the most acquisition hungry of major banks citicorp is often required by regulators to raise additional capital as a condition of making acquisitions,as one of the most acquisition hungry of major banks citicorp is often required by regulators to raise additional capital as a condition of making acquisitions,Yes
"in addition banks in general are being pushed by regulators to boost their capital positions
in addition banks in general are being pushed by regulators to boost their capitol positions
in addition banks in general are being pushed by regulators to boost their capitol positions
in addition banks in general are being pushed by regulators to boost their capitol positions
in addition banks in general are being pushed by regulators to boost their capital positions
",in addition banks in general are being pushed by regulators to boost their capital positions,in addition banks in general are being pushed by regulators to boost their capital positions,Yes
"monday is crash is likely to affect at least one other piece of pending legislation the sweeping trade bill that is now the subject of a house senate conference
a monday is crash is likely to affect at least one other piece of pending legislation the sweeping trade bill that is now the subject of a house senate conference
monday is crash is likely to affect at least one other piece of pending legislation a sweeping trade bill that is now the subject of a house senate conference
a monday is crash is likely to affect at least one other piece of pending legislation a sweeping trade bill that is now the subject of a house senate conference
monday is crash is likely to affect at least one other piece of pending legislation the sweeping trade bill that is now the subject of a house senate conference
",monday is crash is likely to affect at least one other piece of pending legislation the sweeping trade bill that is now the subject of a house senate conference,a monday is crash is likely to affect at least one other piece of pending legislation a sweeping trade bill that is now the subject of a house senate conference,No
"center financier lloyd benson of texas said he would speed up work on the package because of the crash
center financier lloyd benson of dean texas said he would speed up work on the package because of the crash
city financier lloyd benson of texas said he would speed up work on the package because of the crash
center financier lloyd benson from texas said he would speed up work on the package because of the crash
city financier lloyd benson of dean texas said he would speed up work on the package because of the crash
",senate finance chairman lloyd bentsen d texas said he would speed up work on the package because of the crash,center financier lloyd benson of texas said he would speed up work on the package because of the crash,No
"it adds to the support for the trade bill getting through he said
it adds to the support for the trade bill getting through she said
it adds to the support for the trade bill getting through he says
it adds to the support for the trade bill getting three hundred percent
it adds to the support for the trade bill getting through
",it adds to the support for the trade bill getting through he said,it adds to the support for the trade bill getting through,No
"several airlines have also opposed the standards and may fight some aspects in court
several airlines have also opposed the standards and may fight some aspects in court
several airlines have also opposed the standards and may fight some aspects in court
several airlines have also opposed the standards and may fight some aspects in court
several airlines have also opposed the standards and may fight some aspects in court
",several airlines have also opposed the standards and may fight some aspects in court,several airlines have also opposed the standards and may fight some aspects in court,Yes
"so far they have defined a comment publicly on their plans
so far they have declined to comment publicly on their plans
so far they have defined a comment publicly on their plans
so far they have defined a comment publicly on their plans
so far they have defined a comment publicly on their plans
",so far they have declined to comment publicly on their plans,so far they have defined a comment publicly on their plans,No
"state officials however say that airlines have indicated they will comply with most of the standards as long as competitors do
state officials however say the airlines have indicated they will comply with most of the standards as long as competitors do
state officials however say that airlines have indicated they will comply with most of the standards as long as competitors do
state officials however say the airlines have indicated they will comply with most of the standards as long as competitors do
state officials however say that airlines have indicated that they will comply with most of the standards as long as competitors do
",state officials however say the airlines have indicated they will comply with most of the standards as long as competitors do,state officials however say that airlines have indicated they will comply with most of the standards as long as competitors do,No
