input,output,prediction,match
"give me the flight from phoenix to milwaukee on wednesday evening
give me the flights from phoenix to milwaukee on wednesday evening
give me the flight from phoenix to milwaukee on wednesday evening
give me the flight from phoenix to milwaukee on wednesday evening
give me the flight from phoenix to milwaukee on wednesday evening
",give me the flights from phoenix to milwaukee on wednesday evening,give me the flight from phoenix to milwaukee on wednesday evening,No
"what flights are there from milwaukee to phoenix on saturday
what flights are there from milwaukee to phoenix on saturday
what flights are there from milwaukee to phoenix on saturday
what flights are there from milwaukee to phoenix and saturday
what flights are there from milwaukee to phoenix on saturday
",what flights are there from milwaukee to phoenix on saturday,what flights are there from milwaukee to phoenix on saturday,Yes
"are there any flights between dallas and phoenix using a dc ten aircraft
are there any flights between dallas and phoenix using a dc ten aircraft
are there any flights between dallas and phoenix using a dc ten aircraft
are there any flies between dallas and phoenix using a dc ten aircraft
are there any flights between dallas and phoenix using a dc ten aircraft
",are there any flights between dallas and phoenix using adc ten aircraft,are there any flights between dallas and phoenix using a dc ten aircraft,No
"list flights from las vegas to phoenix
list flights from las vegas to phoenix
list flights from las vegas to phoenix
liste flights from las vegas to phoenix
list flights from las vegas to phoenix
",list flights from las vegas to phoenix,list flights from las vegas to phoenix,Yes
"list flights from seattle to salt lake city on delta lten
list flights from seattle to salt lake city on delta lten
list flights from seattle to salt lake city on delta lten
list flights from seattle to salt lake city on delta lten
list flights from seattle to salt lake city on delta l ten
",list flights from seattle to salt lake city on delta l ten,list flights from seattle to salt lake city on delta lten,No
"how much does it cost to fly on twa from columbus to milwaukee
how much does it cost to fly on twa from columbus to milwaukee
how much does it cost to fly on twa from columbus to milwaukee
how much does it cost to fly on twa from columbus to milwaukee
how much does it cost to fly on twa from columbus to milwaukee
",how much does it cost to fly on twa from columbus to milwaukee,100,No
"i will need to rent a car in washington dc
i will need to rent a car in washington dc
i will need to run a car in washington dc
i will need to rent a car in washington dc
i will need to rent a car in washington dc
",i will need to rent a car in washington dc,i will need to rent a car in washington dc,Yes
"list flights from cincinnati to tampa before noon
list flights from cincinnati to tampa before noon
list flights from cincinnati to tampa before noon
list flights from cincinnati to tampa before noon
list flights from cincinnati to tampa before noon
",list flights from cincinnati to tampa before noon,list flights from cincinnati to tampa before noon,Yes
"list the alaska airlines flights arriving in burbank
lists the alaska airlines flights arriving in burbank
lists the alaska airlines flights arriving in burbank
list the alaska airlines flight arriving in burbank
list the alaska airlines flights arriving in burbank
",list the alaska airlines flights arriving in burbank,list the alaska airlines flights arriving in burbank,Yes
"please find a flight from kansas city to new york
please find a flight from kansas city to newark
please find a flight from kansas city to newark
please find a flight from kansas city to new york
please find a flight from kansas city to newark
",please find a flight from kansas city to newark,please find a flight from kansas city to newark,Yes
"what flights are available from indianapolis to san diego on april twenty-one in the late afternoon
what flights are available from indianapolis to san diego on april twenty-onest in the late afternoon
what flights are available from indianapolis to san diego on april twenty-one in the late afternoon
what flights are available from indianapolis to san diego on april twenty-onest in the late afternoon
what flights are available from indianapolis to san diego on april twenty-onest in the late afternoon
",what flights are available from indianapolis to san diego san diego on april twenty first in the late afternoon,what flights are available from indianapolis to san diego on april twenty one in the late afternoon,No
"show me the cheapest round trip fares from houston to boston
show me the cheapest round trip fares from houston boston
show me the cheapest round trip fairs from houston to boston
show me the cheapest roundtrip fairs from houston boston
show me the cheapest roundtrip fairs from houston to boston
",show me the cheapest round trip fares from houston to boston,show me the cheapest round trip fares from houston to boston,Yes
"list the arizona airport
list the arizona airport
flist the arizona airport
flist the arizona airport
flist the arizona airport
",list the arizona airport,list the arizona airport,Yes
"which flights travel from cleveland to indianapolis on april fiveth
which flights travel from cleveland to indianapolis on april fiveth
which flights travel from cleveland to indianapolis on april fiveth
which flight is travel from cleveland to indianapolis on april fiveth
 which flights travel from cleveland to indianapolis on april fiveth
",which flights travel from cleveland to indianapolis on april fifth,which flights travel from cleveland to indianapolis on april fiveth,No
"is there one airline that flies from burbank to milwaukee milwaukee to saint louis and from saint louis to burbank
is there one airline that flies from burbank to milwaukee milwaukee to saint louis and from saint louis to burbank
is there one airline that flies from burbank to milwaukee to saint louis and from saint louis to burbank
is there one airline that flies from burbank to milwaukee milwaukee to saint louis and from saint louis to burbank
is there one airline that flies from burbank to milwaukee milwaukee to saint louis and from saint louis to burbank
",is there one airline that flies from burbank to milwaukee milwaukee to saint louis and from saint louis to burbank,there is no airline that flies from burbank to milwaukee milwaukee to saint louis and from saint louis to burbank,No
"list the flights from montreal to philly before nine a m
list the flights from montreal to philly before nineam
list the flights from montreal to philly before nineam
list the flights from montreal to philly before nine am
list the flights from montreal to philly before nine am
",list the flights from montreal to philly before nine am,list the flights from montreal to philly before nine a m,No
"i would like to fly from columbus to phoenix through cincinnati in the afternoon
i would like to fly from columbus to phoenix through cincinnati in the afternoon
i would like to fly from columbus to phoenix through cincinnati in the afternoon
i would like to fly from columbus to phoenix through cincinnati in the afternoon
i would like to fly from columbus to phoenix through cincinnati in the afternoon
",i would like to fly from columbus to phoenix through cincinnati in the afternoon,i would like to fly from columbus to phoenix through cincinnati in the afternoon,Yes
"what flights leave cleveland going to indianapolis on april twenty-onest in the morning
what flights leave cleveland going to indianapolis on april twenty-one in the morning
what flights leave cleveland going to indianapolis on april twenty-onest in the morning
what flights leave cleveland going to india inapolis on april twenty-onest in the morning
what flights leave cleveland going to india andapolis on april twenty-onest in the morning
",what flights leave cleveland going to indianapolis on april twenty first in the morning,what flights leave cleveland going to indianapolis on april twenty onest in the morning,No
"i would like a flight from cincinnati to burbank on american
i would like a flight from cincinnati to burbank on american
i would like a flight from cincinnati to burbank on american
i would like a flight from cincinnati to burbank on american
i would like a flight from cincinnati to burbank on american
",i would like a flight from cincinnati to burbank on american,i would like a flight from cincinnati to burbank on american airlines,No
"and what does restriction apfifty-seven mean
and what does restriction ap fifty-seven mean
and what does restriction apfifty-seven mean
and what does restriction ap fifty-seven mean
and what does restriction apfifty-seven mean
",and what does restriction ap fifty seven mean,the investor now owns seventy three percent of the company,No
"list of flights from memphis to miami
list of flies from memphis to miami
list of flights from memphis to miami
list of flights from memphis to miami
list of flights from memphis to miami
",list all flights from memphis to miami,list of flights from memphis to miami,No
"please list the flights from los angeles to charlotte
please list the flights from los angeles to charlotte
please list the flates from los angeles to charlotte
please list the flakes from los angeles to charlotte
please list the flights from los angeles to charlotte
",please list the flights from los angeles to charlotte,please list the flights from los angeles to charlotte,Yes
"i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day
i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day
i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day
i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day
i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day
",i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day,i need a flight leaving kansas city to chicago leaving next wednesday and returning the following day,Yes
"show me the morning flights from memphis to new york city
show me the morning flights from memphis to new york city
show me the morning flights from memphis to new york city
tell me the morning flights from memphis to new york city
show me the morning flights from memphis to new york city
",show me the morning flights from memphis to new york city,show me the morning flights from memphis to new york city,Yes
"atlanta to saint louis tuesday before two hundred and thirty p m flights
atlanta to saint louis tuesday before two point three pm flights
atlanta to saint louis tuesday before two point threepm flights
atlanta to saint louis tuesday before two hundred and thirty pm flights
atlanta to saint louis tuesday before two point three p m flights
",atlanta to saint louis tuesday before two thirty pm flights,atlanta to saint louis tuesday before two point three pm flights,No
"get saturday fares from washington to toronto
get saturday fairs from washington to toronto
get saturday fairs from washington to toronto
get saturday fares from washington to toronto
get saturday fares from washington to toronto
",get saturday fares from washington to toronto,get saturday fares from washington to toronto,Yes
"how many passengers can fly on a seven hundred and fifty-seven
how many passengers can fly on a seven hundred and fifty-seven
how many passengers can fly on a seven hundred and fifty-seven
how many passengers can fly on a seven hundred and fifty-seven
how many passengers can fly on a seven hundred and fifty-seven
",how many passengers can fly on a seven fifty seven,757 passengers can fly on a plane,No
"give me the flight from memphis to las vegas non stop
give me the flight from memphis to las vegas on stop
give me the flight from memphis to las vegas non stop
give me the flight from memphis to las vegas nonstop
give me the flight from memphis to las vegas nonstop
",give me the flights from memphis to las vegas nonstop,give me the flight from memphis to las vegas non stop,No
"list the flights from westchester county to cincinnati on june seventh leaving after fivepm
list the flights from westchester county to cincinnati on june seven leaving after fivepm
list the flights from westchester county to cincinnati on june seventh leaving after five pm
list the flights from westchester county to cincinnati on june seven leaving after five p m
list the flights from westchester county to cincinnati on june seventh leaving after fivepm
",list the flights from westchester county to cincinnati on june seventh leaving after five pm,list the flights from westchester county to cincinnati on june seventh leaving after five pm,Yes
"how much is the limousine service in la guardia
how much is a limousine service in la guardia
how much is the limousine service in la guardia
how much is the limousine service in laguardia
how much is the limousine service in la guardia
",how much is a limousine service in la guardia,how much is the limousine service in la guardia,No
"list flights from tampa to cincinnati after three p m
list flights from tampa to cincinnati after threepm
list flights from tampa to cincinnati after threepm
list flights from tampa to cincinnati after three pm
list flights from tampa to cincinnati after three pm
",list flights from tampa to cincinnati after three pm,list flights from tampa to cincinnati after three pm,Yes
"which flights go from new york to miami and back
which flights go from new york to miami and back
which flights go from new york to miami and back
which flights to go from new york to miami and back
which flights go from new york to miami and back
",which flights go from new york to miami and back,which flights go from new york to miami and back,Yes
"show me ground transportation in phoenix
and show me ground transportation in phoenix
show me ground transportation and phoenix
show me ground transportation in phoenix
show me ground transportation and phoenix
",show me ground transportation in phoenix,show me ground transportation in phoenix,Yes
"show me one way flights from milwaukee to orlando after sixpm on wednesday
show me one way flights from milwaukee to orlando after six p m on wednesday
show me one way flights from milwaukee to orlando after six pm on wednesday
show me one way flights from milwaukee to orlando after sixpm on wednesday
show me one way flights from milwaukee to orlando after sixpm on wednesday
",show me one way flights from milwaukee to orlando after six pm on wednesday,show me one way flights from milwaukee to orlando after six pm on wednesday,Yes
"list a flight on american airlines from toronto to san diego
list a flight on american airlines from toronto to san diego
list a flight on american airlines from toronto to san diego
list a flight on american airlines from toronto to san diego
list a flight on american airlines from toronto to san diego
",list a flight on american airlines from toronto to san diego,list a flight on american airlines from toronto to san diego,Yes
"list fares from washington d c to boston
list fairs from washington d c to boston
list fares from washington dc to boston
list fairs from washington dc to boston
list fairs from washington dc to boston
",list fares from washington dc to boston,list fares from washington dc to boston,Yes
"which airport is closest to ontario california
which airport is closest to ontario california
 which airport is closest to ontario california
which airport is closest to ontario california
which airport is closest to ontario california
",which airport is closest to ontario california,the closest airport to ontario california is los angeles international airport,No
"show me the flights between pittsburgh and washington dc
show me the flights between pittsburgh and washington d c
show me the flights between pittsburgh and washington d c
show me the flights between pittsburgh and washington d c
show me the flights between pittsburgh and washington dc
",show me the flights between pittsburgh and washington dc,show me the flights between pittsburgh and washington dc,Yes
"what flights go from denver to saint louis on tuesday morning
what flates go from denver to saint louis on tuesday morning
what flates go from denver to saint louis on tuesday morning
what flights go from denver to saint louis on tuesday morning
what flakes go from denver to saint louis on tuesday morning
",what flights go from denver to saint louis on tuesday morning,what flights go from denver to saint louis on tuesday morning,Yes
"what is the most expensive one way fare between detroit and westchester county
what is the most expensive one way fair between detroit and westchester county
what is the most expensive one way fare between detroit and westchester county
what is the most expensive one way fare between detroit and westchester county
what is the most expensive one way fare between detroit and west chester county
",what is the most expensive one way fare between detroit and westchester county,the most expensive one way fare between detroit and westchester county is 250,No
"list flights before nine a m from cincinnati to tampa
list flights before nine a m from cincinnati to tampa
list flights before nineam from cincinnati to tampa
list flights before nine a m from cincinnati to tampa
list flights before nine a m from cincinnati to tampa
",list flights before nine am from cincinnati to tampa,list flights before nine a m from cincinnati to tampa,No
"give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
",give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday,Yes
"first class flights pittsburgh to newark monday morning
first class flights pittsburgh to newark monday morning
first class flights pittsburgh to newark monday morning
first class flights pittsburgh to newark monday morning
first class flights pittsburgh to newark monday morning
",first class flights pittsburgh to newark monday morning,first class flights pittsburgh to newark monday morning,Yes
"show me round trip flights from orlando to montreal
show me round trip flight from orlando to montreal
show me roundtrip flights from orlando to montreal
show me roundtrip flight from orlando to montreal
show me roundtrip flight from orlando to montreal
",show me round trip flights from orlando to montreal,show me round trip flights from orlando to montreal,Yes
"which flights leave chicago on april twelveth and arrive in indianapolis in the morning
which flights leave chicago on april twelveth and arrive in indianapolis in the morning
which flights leave chicago on april twelveth and arrive in indianapolis in the morning
which flights leave chicago on april twelveth and arrive in indianapolis in the morning
which flights leave chicago on april twelveth and arrive in indianapolis in the morning
",which flights leave chicago on april twelfth and arrive in indianapolis in the morning,which flights leave chicago on april twelveth and arrive in indianapolis in the morning,No
"list flights from newark to boston daily
list flights from newark to boston daily
list flights from newark to boston daily
list flights from newark to boston daily
list flights from newark to boston daily
",list flights from newark to boston daily,list flights from newark to boston daily,Yes
"now show me ground transportation in houston on monday afternoon
show me ground transportation in houston on monday afternoon
show me ground transportation in houston on monday afternoon
now show me ground transportation in houston on monday afternoon
show me ground transportation in houston on monday afternoon
",now show me ground transportation in houston on monday afternoon,show me ground transportation in houston on monday afternoon,No
"saturday flight on american airlines from milwaukee to phoenix
saturday flight on american airlines from milwaukee to phoenix
saturday flight on american airlines from milwaukee to phoenix
saturday flight on the american airlines from milwaukee to phoenix
saturday flight on america airlines from milwaukee to phoenix
",saturday flight on american airlines from milwaukee to phoenix,saturday flight on american airlines from milwaukee to phoenix,Yes
"i would like to book a flight from cincinnati to new york city on united airlines for next saturday
i would like to book a flight from cincinnati to new york city on united airlines for next saturday
i would like to book a flight from cincinnati to new york city on united airlines for next saturday
i would like to book a flight from cincinnati to new york city on united airlines for next saturday
i would like to book a flight from cincinnati to new york city on united airlines for next saturday
",i would like to book a flight from cincinnati to new york city on united airlines for next saturday,i would like to book a flight from cincinnati to new york city on united airlines for next saturday,Yes
"how long does a flight from baltimore to san francisco take
how long does a flight from baltimore to san francisco take
how long does a flight from baltimore to san francisco take
how long does a flight from baltimore to san francisco take
how long does a flight from baltimore to san francisco take
",how long does a flight from baltimore to san francisco take,5 hours,No
"list the distance in miles from boston airport to downtown boston
list the distance and miles from boston airport to downtown boston
list the distance in miles from boston airport to downtown boston
list the distance and miles from boston airport to downtown boston
list the distance in miles from boston airport to downtown boston
",list the distance in miles from boston airport to downtown boston,3 miles,No
"i would like to book two flights to westchester county
i would like to book two flights to west chester county
i would like to book two flights to westchester county
i would like to book two flights to westchester county
i would like to book two flights to westchester county
",i would like to book two flights to westchester county,i would like to book two flights to westchester county,Yes
"i need a flight from indianapolis to seattle arriving in seattle at twelve point zero fivepm
i need a flight from indianapolis to seattle arriving in seattle at one thousand, two hundred and five pm
i need a flight from indianapolis to seattle arriving in seattle at twelve point zero five pm
i need a flight from indianapolis to seattle arriving in seattle at twelve point zero fivepm
i need a flight from indianapolis to seattle arriving in seattle at one thousand, two hundred and five pm
",i need a flight from indianapolis to seattle arriving in seattle at twelve oh five pm,i need a flight from indianapolis to seattle arriving in seattle at 1205 pm,No
"please find a flight from saint petersburg excuse me from detroit michigan to saint petersburg arriving before ten pm
please find a flight from saint petersburg excuse me from detroit michigan to saint petersburg arriving before tenpm
please find a flight from saint petersburg excuse me from detroit michigan to saint petersburg arriving before ten pm
please find a flight from saint petersburg excuse me from detroit michigan to saint petersburg arriving before ten p m
please find a flight from saint petersburg excuse me from detroit michigan to saint petersburg arriving before ten p m
",please find a flight from saint petersburg excuse me from detroit michigan to saint petersburg arriving before ten pm,please find a flight from saint petersburg fl to detroit mi arriving before 1000 pm,No
"at the charlotte airport how many different types of aircraft are there for u s air
at the charlotte airport how many different types of aircraft are there for u s air
at the charlotte airport how many different types of aircraft are there for u s air
at the charlotte airport how many different types of aircraft are there for u s air
at the charlotte airport how many different types of aircraft are there for u s a r
",at the charlotte airport how many different types of aircraft are there for us air,at the charlotte airport how many different types of aircraft are there for u s air,No
"list american airlines flights from milwaukee to san jose wednesday
list american airlines flights from milwaukee to san jose wednesday
list american airlines flights from milwaukee to san jose wednesday
list american airlines flights from milwaukee to san jose wednesday
list american airlines flights from milwaukee to san jose wednesday
",list american airlines flights from milwaukee to san jose wednesday,list american airlines flights from milwaukee to san jose on wednesday,No
"could i have flight information on flights from salt lake city to phoenix please
could i have flight information on flights from salt lake city to phoenix please
could i have flight information on flights from salt lake city to phoenix please
could i have flight information on flights from salt lake city to phoenix please
could i have flight information on flights from salt lake city to phoenix please
",could i have flight information on flights from salt lake city to phoenix please,could i have flight information on flights from salt lake city to phoenix please,Yes
"show me the flights from indianapolis to memphis
show me the flights from indianapolis to memphis
show me the flights from indianapolis to memphis
so show me the flights from indianapolis to memphis
and show me the flights from indianapolis to memphis
",show me the flights from indianapolis to memphis,show me the flights from indianapolis to memphis,Yes
"which flights travel from tacoma to san jose
which flights travel from tacoma to san jose
which flight is travel from tacoma to san jose
which flights travel from tacoma to san jose
which flights travel from tacoma to san jose
",which flights travel from tacoma to san jose,which flights travel from tacoma to san jose,Yes
"what flights arrive at lovefield on june sixth
what flights arrive at love field on june sixth
what flights arrive at lovefield on june sixth
what flights arrive at lovefield on june sixth
what flights arrive at lovefield on june six
",what flights arrive at love field on june sixth,list flights from houston to memphis june twenty ninth,No
"list flights from washington dc to boston
list flights from washington dc to boston
list flights from washington dc to boston
list flights from washington dc to boston
list flights from washington dc to boston
",list flights from washington dc to boston,list flights from washington dc to boston,Yes
"how about flights from milwaukee to washington dc on tuesday mornings
how about flights from milwaukee to washington dc on tuesday mornings
how about flights from milwaukee to washington dc on tuesday mornings
how about flights from milwaukee to washington dc on tuesday mornings
how about flights from milwaukee to washington dc on tuesday morning
",how about flights from milwaukee to washington dc on tuesday mornings,how about flights from milwaukee to washington dc on tuesday mornings,Yes
"find me a flight that flies from memphis to tacoma
find me a flight that flies from memphis to tacoma
find me a flight that flies from memphis to tacoma
find me a flight that flies from memphis to tacoma
find me a flight that flies from memphis to tacoma
",find me a flight that flies from memphis to tacoma,find me a flight that flies from memphis to tacoma,Yes
"list flights from ontario california to salt lake city utah
list flights from ontario california to salt lake city utah
list flights from ontario california to salt lake city utah
list flights from ontario california to salt lake city utah
list flights from ontario california to salt lake city utah
",list flights from ontario california to salt lake city utah,list flights from ontario california to salt lake city utah,Yes
"show me run trip fares from toronto to detroit on delta northwest u s air and united airlines
show me run trip fares from toronto to detroit on delta northwest us air and united airlines
show me run trip fares from toronto to detroit on delta northwest us air and united airlines
show me round trip fares from toronto to detroit on delta northwest u s air and united airlines
shall we run on trip fares from toronto to detroit on delta northwest us air and united airlines
",show me round trip fares from toronto to detroit on delta northwest us air and united airlines,show me run trip fares from toronto to detroit on delta northwest us air and united airlines,No
"list the flights from memphis to cleveland
list the flights from memphis to cleveland
list the flights from memphis to cleveland
list the flights from memphis to cleveland
list the flights from memphis to cleveland
",list the flights from memphis to cleveland,list the flights from memphis to cleveland,Yes
"show me round trips between montreal and orlando
show me round trips between montreal and orlando
show me round trips between montreal and orlando
show me round trips between montreal and orlando
show me round trips between montreal and orlando
",show me round trips between montreal and orlando,show me round trips between montreal and orlando,Yes
"please find a flight from saint petersburg to miami on thursday
please find a flight from saint petersburg to miami on thursday
please find a flight from saint petersburg to miami on thursday
please find a flight from saint petersburg to miami on thursday
thank you
",please find a flight from saint petersburg to miami on thursday,please find a flight from saint petersburg to miami on thursday,Yes
"please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner
please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner
please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner
please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one
thank you
",please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner,please find a flight from ontario to westchester that makes a stop in chicago on may seventeenth one way with dinner,Yes
"what are the flights from ontario to memphis
what are the flights from ontario to memphis
what are the flights from ontario to memphis
what are the flights from ontario to memphis
and what are the flights from ontario to memphis
",what are the flights from ontario to memphis,the flights from ontario to memphis are,No
"on thursday morning i would like a non stop flight from indianapolis to toronto
on thursday morning i would like a non stop flight from indianapolis to toronto
on thursday morning i would like a non stop flight from indianapolis to toronto
on thursday morning i would like a nonstop flight from indianapolis to toronto
on thursday morning i would like a nonstop flight from indianapolis to toronto
",on thursday morning i would like a nonstop flight from indianapolis to toronto,on thursday morning i would like a non stop flight from indianapolis to toronto,No
"what airlines serve denver
what airlines serve denver
what airlines serve denver
what airlines serve denver
what airlines surf denver
",what airlines serve denver,what airlines serve denver,Yes
"list flights from dallas to houston arriving sunday afternoon
list flights from dallas to houston arriving sunday afternoon
list flights from dallas to houston arriving sunday afternoon
list flights from dallas to houston arriving sunday afternoon
list flights from dallas de houston arriving sunday afternoon
",list flights from dallas to houston arriving sunday afternoon,list flights from dallas to houston arriving sunday afternoon,Yes
"list airports
list airports
list airports
list airports
list airports
",list airports,list airports,Yes
"give me the flights from chicago to seattle saturday morning that have meals
give me the flights from chicago to seattle saturday morning that have meals
give me the flights from chicago to seattle saturday morning but have meals
give me the flights from chicago to seattle saturday morning that had meals
give me the flights from chicago to seattle saturday morning that had meals
",give me the flights from chicago to seattle saturday morning that have meals,give me the flights from chicago to seattle saturday morning that have meals,Yes
"what are the flights from tacoma to miami that leave after six p m tomorrow
what are the flights from tacoma to miami that leave after sixpm tomorrow
what are the flights from tacoma to miami that leave after six pm tomorrow
what are the flights from tacoma to miami that leave after six pm tomorrow
what are the flights from tacoma to miami that leave after sixpm tomorrow
",what are the flights from tacoma to miami that leave after six pm tomorrow,what are the flights from tacoma to miami that leave after six pm tomorrow,Yes
"find flight from phoenix to detroit on monday
buying flight from phoenix to detroit on monday
bind flight from phoenix to detroit on monday
bind flight from phoenix to detroit on monday
fine flight from phoenix to detroit on monday
",find flight from phoenix to detroit on monday,find flight from phoenix to detroit on monday,Yes
"give me the flights from phoenix to milwaukee
give me the fights from phoenix to milwaukee
give me the flights from phoenix to milwaukee
give me the lights from phoenix to milwaukee
give me the flight from phoenix to milwaukee
",give me the flights from phoenix to milwaukee,give me the flights from phoenix to milwaukee,Yes
"list the flights from denver to cincinnati on june eightth
list the flights from denver to cincinnati on june eight
list the flights from denver to cincinnati on june eight
list the flights from denver to cincinnati on june eightth
list the flights from denver to cincinnati on june eight
",list the flights from denver to cincinnati on june eighth,list the flights from denver to cincinnati on june eight,No
"show me all the morning flights from philadelphia to fort worth
show me all the morning flights from philadelphia to fort worth
show me all the morning flights from philadelphia to fort worth
show me all of the morning flights from philadelphia to fort worth
show me all of the morning flights from philadelphia to fort worth
",show me all the morning flights from philadelphia to fort worth,show me all of the morning flights from philadelphia to fort worth,No
"please find a flight from new york to orlando
please find a flight from newark to orlando
please find a flight from newark to orlando
please find a flight from new york to orlando
please find a flight from new ork to orlando
",please find a flight from newark to orlando,please find a flight from new york to orlando,No
"i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon
i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon
i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon
i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon
i would like a fly on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon
",i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon,i would like a flight on tuesday which leaves from san diego to indianapolis indiana and that leaves in the afternoon,Yes
"what ground transportation is available between pittsburgh airport and downtown pittsburgh
what ground transportation is available between pittsburgh airport and downtown pittsburgh
what ground transportation is available between pittsburgh airport and downtown pittsburgh
what ground transportation is available between pittsburgh airport and downtown pittsburgh
what ground transportation is available between pittsburgh airport and downtown pittsburgh
",what ground transportation is available between pittsburgh airport and downtown pittsburgh,what ground transportation is available between pittsburgh airport and downtown pittsburgh,Yes
"which flights depart from toronto and arrive in washington d c
which flights depart from toronto and arrive in washington dc
which flights depart from toronto and arrive in washington dc
which flights depart from toronto and arrive in washington dc
which flights depart from toronto and arrive in washington dc
",which flights depart from toronto and arrive in washington dc,which flights depart from toronto and arrive in washington dc,Yes
"i need a flight from ontario to memphis
i need to flight from ontario to memphis
i need a flight from ontario to memphis
i need to flate from ontario to memphis
i need to flate from ontario to memphis
",i need a flight from ontario to memphis,i need a flight from ontario to memphis,Yes
"i need a flight on friday afternoon in june from new york to cleveland
i need to flight on friday afternoon in june from new york to cleveland
i need a flight on friday afternoon in june from new york to cleveland
i need a flight on friday afternoon in june from new york to cleveland
i need to flight on friday afternoon in june from new york to cleveland
",i need a flight on friday afternoon in june from new york to cleveland,i need a flight on friday afternoon in june from new york to cleveland,Yes
"on wednesday april six i would like to fly from long beach to columbus after threepm
on wednesday april sixth i would like to fly from long beach to columbus after threepm
on wednesday april six i would like to fly from long beach to columbus after three pm
on wednesday april six i would like to fly from long beach to columbus after threepm
on wednesday april sixth i would like to fly from long beach to columbus after three pm
",on wednesday april sixth i would like to fly from long beach to columbus after three pm,on wednesday april sixth i would like to fly from long beach to columbus after three pm,Yes
"please find a flight from las vegas to michigan
please find a flight from las vegas to michigan
please find a flight from las vegas to michigan
please find a flight from las vegas to michigan
please find a flight from las vegas to michigan
",please find a flight from las vegas to michigan,please find a flight from las vegas to michigan,Yes
"what is the fare for a first class round chip ticket from detroit to saint petersburg
what is the fare for a first class round trip ticket from detroit to saint petersburg
what is the fare for a first class round chip ticket from detroit to saint petersburg
what is the fare for a first class round chip ticket from detroit to saint petersburg
what is the fair for a first class round chip ticket from detroit to saint petersburg
",what is the fare for a first class round trip ticket from detroit to saint petersburg,what is the fare for a first class round chip ticket from detroit to saint petersburg,No
"what is the seating capacity of a mcdonald douglas dc nine
what is the seeding capacity of a mcdonald douglas dc nine
what is the seeding capacity of a mcdonald douglas dc nine
what is the seating capacity of a macdonald douglas dc nine
what is the seating capacity of a mcdonald is douglas dc nine
",what is the seating capacity of a mcdonnell douglas dc nine,70,No
"can i get a flight today from san francisco to detroit michigan
can i get a flight today from san francisco to detroit michigan
can i get a flight today from san francisco to detroit michigan
can i get a flight today from san francisco to detroit michigan
can i get a flight today from san francisco to detroit michigan
",can i get a flight today from san francisco to detroit michigan,can i get a flight today from san francisco to detroit michigan,Yes
"find flight from san jose to houston on wednesday
find flight from san jose to houston on wednesday
find flight from san jose to houston on wednesday
find flight from san jose to houston on wednesday
bind flight from san jose to houston on wednesday
",find flight from san jose to houston on wednesday,find flight from san jose to houston on wednesday,Yes
"please list the flights from miami to indianapolis on sunday
please list the flights from miami to indianapolis on sunday
please list a flight from miami to indianapolis on sunday
please list the flights from miami to indianapolis on sunday
please list the flights from miami to indianapolis on sunday
",please list the flights from miami to indianapolis on sunday,please list the flights from miami to indianapolis on sunday,Yes
"a flight from baltimore to san francisco arriving between five and eight p m
a flight from baltimore to san francisco arriving between five and eight pm
a flight from baltimore to san francisco arriving between five and eight p m
a flight from baltimore to san francisco arriving between five and eight pm
a flight from baltimore to san francisco arriving between five and eight pm
",a flight from baltimore to san francisco arriving between five and eight pm,a flight from baltimore to san francisco arriving between five and eight pm,Yes
"show me all the flights on america west and twa from las vegas to jfk on a friday
show me all the flights on america west and twa from las vegas to jfk on friday
show me all the flights on america west and twa from las vegas to jfk on a friday
show me all the flights on america west and twa from las vegas to jfk on a friday
show me all the flights on america west and twa from las vegas to jfk on a friday
",show me all the flights on america west and twa from las vegas to jfk on a friday,show me all the flights on america west and twa from las vegas to jfk on a friday,Yes
